
****** xsim v2026.1 (64-bit)
  **** SW Build 6511674 on Tue Jun 16 11:02:23 MDT 2026
  **** IP Build 6504888 on Tue Jun 09 09:05:25 MDT 2026
  **** SharedData Build 6501428 on Mon Jun 08 17:34:18 MDT 2026
  **** Start of session at: Wed Aug 26 09:31:16 2026
    ** Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
    ** Copyright 2022-2026 Advanced Micro Devices, Inc. All Rights Reserved.

source xsim.dir/e2r_cdc_ar_xsim/xsim_script.tcl
# xsim {e2r_cdc_ar_xsim} -autoloadwcfg -runall
Time resolution is 1 ps
run -all
E2R-CDC-AR-XSIM-00 F1f START m_period=80ns s_period=10ns window=50
T=5000 m_clk=0 s_clk=1 m_rst_n=0 s_rst_n=0 | m_arv=0 m_arr=0 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4875000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4885000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4895000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4905000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4915000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4920000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4925000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4935000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4945000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4955000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4965000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4975000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4985000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=4995000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5000000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5005000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5015000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5025000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5035000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5045000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5055000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5065000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5075000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5080000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5085000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5095000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5105000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5115000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5125000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5135000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5145000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5155000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5160000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5165000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5175000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5185000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5195000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5205000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5215000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5225000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5235000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5240000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5245000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5255000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5265000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5275000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5285000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5295000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5305000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5315000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5320000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5325000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5335000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5345000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5355000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5365000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5375000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5385000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5395000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5400000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5405000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5415000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5425000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5435000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5445000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5455000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5465000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5475000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5480000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5485000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5495000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5505000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5515000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5525000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5535000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5545000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5555000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5560000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5565000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5575000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5585000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5595000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5605000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5615000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5625000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5635000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5640000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5645000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5655000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5665000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5675000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5685000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5695000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5705000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5715000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5720000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5725000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5735000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5745000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5755000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5765000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5775000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5785000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5795000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5800000 m_clk=1 s_clk=0 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5805000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5815000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5825000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5835000 m_clk=1 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
T=5845000 m_clk=0 s_clk=1 m_rst_n=1 s_rst_n=1 | m_arv=0 m_arr=1 ar_wr_en=0 ar_full=0 | ar_empty=1 s_arv=0 s_arr=1 ar_rd_en=0 | dbg_ne=0 dbg_hold=0
